ID,Dataset,Code,Line_Count,Language,Model,Label
13,AIG,"import heapq

N, M = map(int, input().split())
P = [[] for _ in range(M)]

for _ in range(N):
    A, B = map(int, input().split())
    if A <= M:
        P[A-1].append(-B)

ans = 0
hq = []
for i in range(M):
    for d in P[i]:
        heapq.heappush(hq, d)
    if len(hq) != 0:
        ans += heapq.heappop(hq)

print(abs(ans))",19,Python,Human,0
14,AIG,"def main():
    x=input()
    if x=='30':
        print('Yes')
    else:
        print('No')

if __name__ == '__main__':
    main()",9,Python,Human,0
15,AIG,"a,b = map(int, input().split())
if (a+b) %2!=0:
    print(""IMPOSSIBLE"")
else:
    print((a+b)//2)",5,Python,Human,0
16,AIG,"s = input()

max_plus = len(s) - 1

numList = [int(c) for c in s]

sMax = (1 << max_plus) - 1

ans = 0

for plus_pos in range(sMax + 1):
    sum = 0

    num = numList[0]

    for i in range(max_plus):
        if ((plus_pos >> i) & 1) == 1:
            sum += num
            num = numList[i + 1]
        else:
            num = num * 10 + numList[i + 1]

    sum += num
    ans += sum

print(ans)s = input()

max_plus = len(s) - 1

numList = [int(c) for c in s]

sMax = (1 << max_plus) - 1

ans = 0

for plus_pos in range(sMax + 1):
    sum = 0

    num = numList[0]

    for i in range(max_plus):
        if ((plus_pos >> i) & 1) == 1:
            sum += num
            num = numList[i + 1]
        else:
            num = num * 10 + numList[i + 1]

    sum += num
    ans += sum

print(ans)",51,Python,Human,0
17,AIG,"import sys, math, itertools, collections, bisect
input = lambda: sys.stdin.buffer.readline().rstrip().decode('utf-8')
inf = float('inf') ;mod = 10**9+7
mans = inf ;ans = 0 ;count = 0 ;pro = 1

n = int(input())
C = [int(input()) for i in range(n)]
pairs = [-1]*(n+1)
data = [-1]*(2*10**5+1)
for i,ci in enumerate(C):
  if data[ci] != -1 and abs(i-data[ci]) != 1:
    pairs[data[ci]] = i
  data[ci] = i
imos = [0] * (n+1)
for i in range(n-1,-1,-1):
  # ペアを持たないとき
  if pairs[i] == -1: continue
  j = pairs[i]
  ans += imos[j] + 1
  ans %= mod
  imos[i] += 1
  imos[i-1] += imos[i]

print((ans+1)%mod)
# print(imos)",25,Python,Human,0
18,AIG,"def getNum():
    x,y,z = map(int,input().split())
    return x,y,z

def cal(x,y,z):
    tmp = int(x / (y+z))
    # print(tmp)
    # print(int(tmp))
    if tmp * (y+z) >= x:
        # print(""t"")
        print(int(tmp))
    else:
        print(int(tmp) - 1)

def main():
    x,y,z = getNum()
    cal(x,y,z)

main()
",19,Python,Human,0
19,AIG,"import sys
sys.setrecursionlimit(600000)

N = int(input())

graph = [[] for _ in range(N)]
for _ in range(N-1):
    a, b = map(int, input().split())
    graph[a-1].append(b-1)
    graph[b-1].append(a-1)

def dfs(p, checked, now):
    #print(p, checked, now)
    if p == N-1:
        return now, True
    ok = False
    for q in graph[p]:
        if not checked[q]:
            now.append(q)
            checked[q] = True
            nbw, ok1 = dfs(q, checked, now)
            if ok1:
                bw = nbw
                ok = True
    if not ok:
        now.pop()
        return now, False
    return bw, True

checked = [False for _ in range(N)]
checked[0] = True
bw, ok = dfs(0, checked, [0])
#print(bw)

between = [0 for _ in range(N)]
k = len(bw)
if k % 2 == 0:
    s0 = bw[k//2-1]
    sN = bw[k//2]
else:
    s0 = bw[k//2]
    sN = bw[k//2+1]
between[s0] = True
between[sN] = True

def dfs2(p, checked, c):
    c += 1
    for q in graph[p]:
        if not checked[q]:
            checked[q] = True
            c = dfs2(q, checked, c)
    return c

c0 = dfs2(s0, between, 0)
cN = dfs2(sN, between, 0)
#print(c0, cN)



if cN < c0:
    print('Fennec')
else:
    print('Snuke')",63,Python,Human,0
20,AIG,"from itertools import combinations_with_replacement

def main():
    n, m, q = map(int, input().split())
    abcd = [[int(i) for i in input().split()] for _ in range(q)]
    s = 0
    for p in combinations_with_replacement(range(1, m + 1), n):
        t = 0
        for a, b, c, d in abcd:
            t += d * (p[b - 1] - p[a - 1] == c)
        s = max(s, t)
    print(s)

if __name__ == '__main__':
    main()",15,Python,Human,0
21,AIG,"H,N=map(int,input().split())
A=list(map(int,input().split()))

Max=sum(A)
A.sort(reverse=True)
min=sum(A[:N])
print(Max-min)",7,Python,Human,0
22,AIG,"N,K=list(map(int,input().split()))
size=[[0]*K][0]
sum=0
for x in range(0,K):
    x=K-x
    tmp=(K//x)**N
    for y in range(2*x,K+1,x):
        tmp-=size[y-1]
    size[x-1]=tmp
    sum+=size[x-1]*x
print(sum)",11,Python,Human,0
23,AIG,"s = int(input())
memo = [-1]
memo.append(s)
def a(n):
    if memo[n-1] % 2 == 0:
        pre = memo[n-1]/2
        for i in memo:
            if i == pre:
                return n
            else:
                memo.append(pre)
                return a(n+1)
    else:
        pre = 3 * memo[n-1] + 1
        for i in memo:
            if i == pre:
                return n
            else:
                memo.append(pre)
                return a(n+1)

print(a(2))",22,Python,Human,0
24,AIG,"n = int(input())
a = list(map(int, input().split()))
mod = 10 ** 9 + 7

from numpy import lcm

l = lcm.reduce(a)

ans = 0
for e in a:
    add = l // e
    ans += add
    ans %= mod

print(ans)
",15,Python,Human,0
25,AIG,"D,G = list(map(int,input().split()))
pc = []
for i in range(D):
    pc.append(list(map(int,input().split())))

scoreList = [0 for i in range(D)]

for i in range(D):
    scoreList[i] = (i + 1) * 100 * pc[i][0] + pc[i][1]

choiceList = [[] for i in range(2 ** D)]
for i in range(2 ** D):
    for j in range(D):
        choiceList[i].append(i // (2 ** j) % 2)

minCount = 10 ** 8
for choice in choiceList:
    score = 0
    count = 0
    for i in range(len(choice)):
        if choice[i] == 1:
            score += scoreList[i]
            count += pc[i][0]
    for j in range(D):
        countTmp = count
        extraScore = (j + 1) * 100 * pc[j][0]
        delta = G - score
        if delta < 0 or choice[j] == 1:
            countTmp = 10 ** 8
        elif delta == 0:
            countTmp = count
        elif delta > 0:
            if delta <= extraScore:
                countTmp += delta // ((j + 1) * 100)
                if delta % ((j + 1) * 100) > 0:
                    countTmp += 1
            else:
                countTmp = 10 ** 8
        if countTmp < minCount:
            minCount = countTmp
print(minCount)",41,Python,Human,0
26,AIG,"k=int(input())
count=0
def rec(l,keta,countive,s):
    global count
    global k
    #count
    if keta==1:
        if countive:
            count+=1
            if count==k:
                print(s.replace(""0"",""""))
                return True #end flag
    #create next
    else:
        if l==0:
            if countive==False:#all l
                if rec(0,keta-1,False,s+str(0)):return True
                for i in range(1,10):
                    if rec(i,keta-1,True,s+str(i)):return True
            else:
                if rec(l,keta-1,True,s+str(l)):return True
                if rec(l+1,keta-1,True,s+str(l+1)):return True
        elif l==9:
            if rec(l-1,keta-1,True,s+str(l-1)):return True
            if rec(l,keta-1,True,s+str(l)):return True
        else:
            if rec(l-1,keta-1,True,s+str(l-1)):return True
            if rec(l,keta-1,True,s+str(l)):return True
            if rec(l+1,keta-1,True,s+str(l+1)):return True
rec(0,11,False,""0"")",30,Python,Human,0
27,AIG,"import itertools
n=int(input)
s=str(input())
ans=0
for s in itertools.combinations((0,n),3):
    i,j,k=s
    if j-i!=k-i:
        if s[i]!=s[j] and s[i]!=s[k] and s[j]!=s[k]:
            ans+=1
print(ans)",10,Python,Human,0
28,AIG,"N, K = map(int, input().split(' '))
A = list(map(int, input().split(' ')))

visited = [-1 for i in range(N)]
count = 0
cycle_start = -1
now = 0
trav_length, cycle_length = 0, 0

while True:
    if visited[now] != -1:
        cycle_start = now
        cycle_length = count - visited[now]
        break
    visited[now] = count
    now = A[now] - 1
    trav_length += 1
    count += 1


to_cycle_length = trav_length - cycle_length

if K <= N:
    now = 1
    while K > 0:
        K -= 1
        now = A[now - 1]
    print(now)
else:
    K -= to_cycle_length
    K %= cycle_length
    now = cycle_start + 1
    while K > 0:
        K -= 1
        now = A[now - 1]
    print(now)",36,Python,Human,0
29,AIG,"import sys
input = sys.stdin.readline
import numpy as np

 
def I(): return int(input())
def MI(): return map(int, input().split())
def LI(): return list(map(int, input().split()))

n = I()
mylist = [list(MI()) for i in range(n-1)]

def main(j):
    time = 0
    for i in range(j,n-1):
        c, s, f = mylist[i]
        if time < s:
            time = s
        if (time - s) % f != 0:
            time += (f - (time - s) % f) #待ち時間を足す
        time += c
    print(time)
    
    
for i in range(n-1):
    main(i)
print(0)",27,Python,Human,0
30,AIG,"import itertools
M, K = map(int, input().split())

if M == 0:
    print(0, 0)
    quit()

if M == 1:
    if K == 0:
        print(0, 0, 1, 1)
    else:
        print(-1)
    quit()

if K >= (1 << M):
    print(-1)
    quit()


A = [i for i in range(1 << M) if i != K]
print(*(A + [K] + A[::-1] + [K]))
",21,Python,Human,0
31,AIG,"n, m = map(int, input().split())
a = list(map(int, input().split()))

bc = [tuple(map(int, input().split())) for i in range(m)]

a.sort(key=lambda x: -x)
bc.sort(key=lambda x: -x[1])

s = sum(a)
ans = s

i = n - 1
index = 0
while i >= 0:
    if index >= m:
        break
    for j in range(bc[index][0]):
        if i < 0:
            break
        s -= a[i]
        s += bc[index][1]

        ans = max(ans, s)
        i -= 1
    index += 1

print(ans)
",27,Python,Human,0
32,AIG,"#!usr/bin/env python3
import sys
import math
import collections
import numpy as np

MOD = 10 ** 9 + 7
INF = float('inf')
input = lambda: sys.stdin.readline().strip()

sys.setrecursionlimit(10 ** 8)


def prime_factorization(n):
    """"""
    nを素因数分解したリストを返す。
    n >= 2
    """"""
    ans = []
    for i in range(2, int(math.sqrt(n) + 2)):
        if n % i == 0:
            while n % i == 0:
                ans.append(i)
                n //= i
    if n != 1:
        ans.append(n)
    return ans


N = int(input())
ans = 0
primes = prime_factorization(N)
prime_temp = []
primes2 = prime_factorization(N - 1)
List = []
for i in range(2 ** (len(primes2))):
    temp = []
    for j in range(len(primes2)):
        prid = np.prod([primes2[j] if i & (1 << j) else 1 for j in range(len(primes2))])
        if prid != 1:
            List.append(prid)
for i in range(2 ** (len(primes))):
    temp = []
    for j in range(len(primes)):
        if i & (1 << j):
            temp.append(primes[j])
        temp2 = 1
        if len(temp) > 1:
            for l in temp:
                temp2 *= l
            prime_temp.append(temp2)
List = list(set(List))
a = collections.Counter(primes)
prime_set = list(set(primes + prime_temp))
for i in prime_set:
    if a[i] != 1:
        num = a[i]
        for j in range(2, num + 1):
            prime_set.append(i ** j)
for i in prime_set:
    temp = N
    while temp % i == 0:
        temp //= i
    if temp % i == 1:
        List.append(i)
List = list(set(List))
print(len(List) + 1 if N not in List else len(List))",67,Python,Human,0
33,AIG,"A, B, C, D = map(int, input().split())
a = (B + 1 - A) // C
b = (B + 1 - A) // D
c = (B + 1 - A) // (C * D)
if A % C != 1 and A % D != 0 and B % C != 0 and B % D != 0:
    print((B + 1 - A) - (a + b - c) - 1)
else:
    print((B + 1 - A) - (a + b - c))",8,Python,Human,0
34,AIG,"N,M = map(int,input().split()) # <=1000
xyz = [list(map(int,input().split())) for _ in range(N)]
#xyz = sorted(xyz,key=lambda x:abs(x[0]) + abs(x[1]) + abs(x[2]),reverse=True)
if M == 0:
    print(0)
    exit()

xyz = sorted(xyz,key=lambda x:abs(x[0]),reverse=True)
dp = [[{'S':0,'L':[0,0,0]} for __ in range(N)]for _ in range(M+1)]
dp[1][0]['L'] = xyz[0]
dp[1][0]['S'] = abs(xyz[0][0]) + abs(xyz[0][1]) + abs(xyz[0][2])
for i in range(1,N):
    for j in range(1,min(i+2,M+1)):
        t = dp[j-1][i-1]['L']
        t = [t[0] + xyz[i][0],t[1] + xyz[i][1],t[2] + xyz[i][2]]
        ts = abs(t[0])+abs(t[1])+abs(t[2])
        if dp[j][i-1]['S'] < ts:
            dp[j][i]['S'] = ts
            dp[j][i]['L'] = t
        else:
            dp[j][i]['S'] = dp[j][i-1]['S']
            dp[j][i]['L'] = dp[j][i-1]['L']
S =dp[M][N-1]['S'] 
xyz = sorted(xyz,key=lambda x:abs(x[1]),reverse=True)
dp = [[{'S':0,'L':[0,0,0]} for __ in range(N)]for _ in range(M+1)]
dp[1][0]['L'] = xyz[0]
dp[1][0]['S'] = abs(xyz[0][0]) + abs(xyz[0][1]) + abs(xyz[0][2])
for i in range(1,N):
    for j in range(1,min(i+2,M+1)):
        t = dp[j-1][i-1]['L']
        t = [t[0] + xyz[i][0],t[1] + xyz[i][1],t[2] + xyz[i][2]]
        ts = abs(t[0])+abs(t[1])+abs(t[2])
        if dp[j][i-1]['S'] < ts:
            dp[j][i]['S'] = ts
            dp[j][i]['L'] = t
        else:
            dp[j][i]['S'] = dp[j][i-1]['S']
            dp[j][i]['L'] = dp[j][i-1]['L']

S = max(dp[M][N-1]['S'],S)
xyz = sorted(xyz,key=lambda x:abs(x[2]),reverse=True)
dp = [[{'S':0,'L':[0,0,0]} for __ in range(N)]for _ in range(M+1)]
dp[1][0]['L'] = xyz[0]
dp[1][0]['S'] = abs(xyz[0][0]) + abs(xyz[0][1]) + abs(xyz[0][2])
for i in range(1,N):
    for j in range(1,min(i+2,M+1)):
        t = dp[j-1][i-1]['L']
        t = [t[0] + xyz[i][0],t[1] + xyz[i][1],t[2] + xyz[i][2]]
        ts = abs(t[0])+abs(t[1])+abs(t[2])
        if dp[j][i-1]['S'] < ts:
            dp[j][i]['S'] = ts
            dp[j][i]['L'] = t
        else:
            dp[j][i]['S'] = dp[j][i-1]['S']
            dp[j][i]['L'] = dp[j][i-1]['L']

S = max(dp[M][N-1]['S'],S)
print(S)",58,Python,Human,0
35,AIG,"t=list(map(int,input().split()))
a=list(map(int,input().split()))
b=list(map(int,input().split()))
p,q=[0],[0]
x,y=[(a[0]-b[0])*t[0],(a[1]-b[1])*t[1]]
#print(x,y,abs(x)<abs(y))
#exit()
if x+y==0:
    print(""infinity"")
#elif (x<0 and y<0) or (x>0 and y>0):
#    print(0)
#elif (x<0 and x+(x+y)>0) or (x>0 and x+(x+y)<0):
#    print(1)

#elif x<0 and x+y>0:
    print((abs(x)//(x+y))*2+[0,1][abs(x)%(x+y)>0])
#elif x<0 and x+y<0:
    print((y//abs(x+y))*2)
#elif x>0 and x+y<0:
#    print((x//abs(x+y))*2+[0,1][x%abs(x+y)>0])
elif x>0 and x+y>0:
    print((abs(y)//(x+y))*2[0,2][abs(y)%(x+y)>0])
else:
    print(hhh)
",24,Python,Human,0
36,AIG,"s = input()
if len(s) <= 2:
  print(s)
else :
  for i in reversed(s):
    print(i)",6,Python,Human,0
37,AIG,"import copy

n = int(input())
#res = []
table = ['a']

def dfs(s, time, table):
    tab = copy.deepcopy(table)
    l = len(tab)
    mi = ord(s[0])
    for i in range(time):
        if mi < ord(s[i]):
            mi = ord(s[i])
            if s[i] in tab:
                 pass
            else:
                tab.append(s[i])
    mi += 1
    
    if time == n:
        #print(tab)
        if s in res:
            pass
        else:
            #res.append(s)
            print(s)
    else:
        #dfs(s+chr(mi), time+1, tab)
        for i in range(l):
            dfs(s+tab[i], time+1, tab)
        dfs(s+chr(mi), time+1, tab)
            
dfs('a', 1, table)

#res.sort()
#for i in range(len(res)):
#    print(res[i])",37,Python,Human,0
38,AIG,"import copy
S_list = list(input())
K = int(input())

if len(S_list) == 1:
    print(K//2)
elif len(S_list) == 2:
    if S_list[0]==S_list[1]:
        print(K)
    else:
        print(0)
else:
    S2_list = copy.copy(S_list)
    for i in range(1, len(S_list)):
        if S_list[i-1] == S_list[i]:
            S_list[i] = ""change""

    if S_list[0] == S_list[-1]:
        S2_list[0] = ""change""
        for i in range(1, len(S2_list)):
            if S2_list[i-1] == S2_list[i]:
                S2_list[i] = ""change""
        print((K//2+1)*S_list.count('change') + (K//2)*S2_list.count('change'))
    else:
        print(K*S_list.count('change'))",25,Python,Human,0
39,AIG,"#%%
N = int(input())
h_list = list(map(int, input().split()))

ans = 0
h_list.append(0)
while True:
    idx_left = 0
    idx_right = None
    for i in range(N):
        if h_list[i] == 0 and h_list[i+1] != 0:
            idx_left = i+1
        if h_list[i] != 0 and h_list[i+1] == 0:
            idx_right = i

        if idx_right is not None:
            if idx_right == idx_left:
                pour = h_list[idx_left]
                ans += pour
                h_list[idx_left] = 0
            else:
                pour = min(h_list[idx_left:idx_right])
                for j in range(idx_right - idx_left + 1):
                    h_list[idx_left+j] = h_list[idx_left+j] - pour
                ans += pour
            break

    if all([h == 0 for h in h_list]):
        break

print(ans)",31,Python,Human,0
40,AIG,"n=int(input())
A,B=[],[]
for i in range(n):
  a,b=map(int,input().split())
  A.append(a)
  B.append(b)
ans=0
for i in range(n):
  a,b=A[-(i+1)],B[-(i+1)]
  ans+=((a+ans-1)//b+1)*b-(a+ans)
print(ans)",11,Python,Human,0
41,AIG,"#dt = {} for i in x: dt[i] = dt.get(i,0)+1
import sys;input = sys.stdin.readline
inp,ip = lambda :int(input()),lambda :[int(w) for w in input().split()]

import sys
sys.setrecursionlimit(10**6)

def dfs(u):
    global grpah,vis,dp
    vis[u] = 1
    for i in graph[u]:
        if not vis[i]:
            dfs(i)
        dp[u] = max(dp[u],dp[i] + 1)

n,m = ip()
graph = {i:[] for i in range(1,n+1)}
for i in range(m):
    a,b = ip()
    graph[a].append(b)

dp = [0]*(n+1)
vis = [0]*(n+1)
for i in range(1,n+1):
    if not vis[i]:
        dfs(i)
#print(dp)
print(max(dp))",28,Python,Human,0
42,AIG,"n = int(raw_input())
a = map(int, raw_input().split())
b = map(int, raw_input().split())
c = [a[i] - b[i] for i in xrange(n)]
f = -sum(c)
if f < 0:
    print 'No'
    quit()
t = f
for i in xrange(n):
    if c[i] < 0:
        k = (-c[i] + 1) / 2
        t -= k
        c[i] += k * 2
if t < 0:
    print 'No'
    quit()
s = f
for i in xrange(n):
    s -= c[i]
if s < 0:
    print 'No'
    quit()
if t * 2 == s:
    print 'Yes'
else:
    print 'No'
",27,Python,Human,0
43,AIG,"n = input()

if n[0]==9 or n[1]==9:
  print(""Yes"")
else:
  print(""No"")",6,Python,Human,0
44,AIG,"X = int(input())

for A in range(100):
  for B in range(100):
    if A**5 - B**5 == X:
      print(str(A) + "" "" + str(B))
  break
    if A**5 + B**5 == X:
      print(str(A) + "" -"" + str(B))
  break
",10,Python,Human,0
45,AIG,"N,K=map(int,input().split())
h=[int(input())for _ in range(N)]
h.sort()
ans=10*10
for i in range(N-K+1):
	tmp=h[i+K-1]-h[i]
	if tmp<ans:
		ans=tmp
print(ans)",9,Python,Human,0
46,AIG,"import bisect
import math
n = int(input())
l = sorted(list(map(int,input().split())))
if len(l)==2 :
  print(l[-1],l[-2])
  exit()
  
a = l[-1]/2
s = bisect.bisect_left(l,a)
if l[s]==a:
  print(l[-1],l[s])
  exit()
k1 = l[s-1]
k2 = l[s]
s1 = a-k1
if k2==l[-1]:
  k2 = k1
#s2 = abs(k2-a)
print(s,k1,k2,s1,s2)
if s1<=s2:
  print(l[-1],k1)
else:
  print(l[-1],k2)",24,Python,Human,0
47,AIG,"n = int(input())
h = list(map(int, input().split()))

if n == 1:
    print(""Yes"")
    exit()
elif n == 2:
    if h[1] - h[2] <= 1:
        print(""Yes"")
        exit()
    else:
        print(""No"")
        exit()

for i in range(n-2):
    if h[i] - h[i+1] >= 2:
        print(""No"")
        exit()
    elif h[i] - h[i+1] == 1 and h[i+1] > h[i+2]:
        print(""No"")
        exit()
if h[-3] - h[-2] == 1 and h[-2] - h[-1] == 1:
    print(""No"")
    exit()
elif h[-2] - h[-1] >= 2:
    print(""No"")
    exit()
print(""Yes"")",28,Python,Human,0
48,AIG,"n,m = map(int,input().split())

ansl = []

start = n // 2
end = n // 2 + 1
for i in range(m):
    if n % 2 == 0 and end - start + 2 * i >= n // 2:
        ansl.append((start - i-1, end + i))
    else:
        ansl.append((start-i, end+i))

for a,b in sorted(ansl):
    print(a,b)
",14,Python,Human,0
49,AIG,"#ABC167b
a, b, c, k = map(int, input().split())
# print(a, b, c, k)

if k <= a:
    ans = k*1
elif a<k<=a+b:
    ans = a
elif a+b<k<=a+b+c:
    ans = a - (k-a-b)

print(ans)
",12,Python,Human,0
50,AIG,"n=int(input())
h=list(map(int, input().split()))
ans=0

for i in range(n-1):
    ans+=max(h[i+1]-h[i], 0)

print(ans)",8,Python,Human,0
51,AIG,"n = int(input())

a = []
m = 0
for i in range(1, n):
    if m >= n: break
    a.append(i)
    m += i

if m == n:
    print(*a)
else:
    a.pop(m-n)
    print(*a)
",14,Python,Human,0
52,AIG,"import itertools

int_x = int(input())
answer = int_x
for i in range(1, int_x + 1):
    for v in itertools.combinations(range(1, int_x + 1), i):
        if sum(v) == int_x:
            answer = min(answer, max(v))
print(answer)




",13,Python,Human,0
53,AIG,"import sys
from bisect import bisect_left, bisect_right
s=sys.stdin.readline().strip()
t=sys.stdin.readline().strip()

len_s=len(s)


C={}
for i,a in enumerate(s*2):
		if a not in C:
			C[a]=[i]
		else:
			C[a].append(i)

counter=0
mul=0

for x in t:
	try:
		idx=bisect_left(C[x],counter)
	except:
		print -1
		quit()

	counter=C[x][idx]


	if len_s<counter:
			mul+=1
			counter-=len_s


print mul*len_s+counter+1
",34,Python,Human,0
54,AIG,"def f(k):
    def lunlun(n):
        s = [int(i) for i in str(n)]
        for i in range(len(s) - 1):
            if abs(s[i] - s[i + 1]) > 1:
                return False
        return True
    cum_npi = [0, 9, 35, 110, 327, 956, 2782, 8089, 23527, 68468, 199368]
    for i, begin in enumerate(cum_npi):
        if k < begin:
            begin = cum_npi[i-1]
            break
    print(f""begin = {begin}"")
    found = begin
    while found != k:
        begin += 1
        if lunlun(begin):
            found += 1
            if found == k:
                break
    print(begin)

f(int(input()))
",23,Python,Human,0
55,AIG,"count = 0

while ""ABC"" in S:
    for i in range(len(S)-2):
        if S[i:i+3] == ""ABC"":
            count += 1
    S = S.replace(""ABC"", ""BCA"")  

print(count)",9,Python,Human,0
56,AIG,"n, m, c = map(int, input().split())
b = list(map(int, input().split()))

res = 0
for i in range(n):
    a = list(map(int, input().split()))
    ans = 0
    for j in range(m):
        ans += a[j] * b[j]
    
    if ans + c > 0:
        res += 1

print(res)",14,Python,Human,0
57,AIG,"S = input()
C = 10**9+7


def answer(a):
    if a == '0' or a == '':
        return 1
    if a == '1':
        return 3
    if a[0] == '0':
        return answer(a[1:])
    else:
        b = a[1:]
        return (pow(3, (len(a)-1), C)+2*answer(b)) % C


print(answer(S))",17,Python,Human,0
